鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
北投區,房地(土地+建物),臺北市北投區致遠一路二段12巷5弄1~50號,119,住,,,10108,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,600913,244.47,3,3,3,有,無,41680000,170491,,0,0,301924,2778216
北投區,房地(土地+建物)+車位,臺北市北投區自強街1~50號,31.3,住,,,10108,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,910722,157.33,4,2,2,有,有,26000000,165251,塔式車位,0,0,301746,2778057
士林區,房地(土地+建物)+車位,臺北市士林區芝玉路一段197巷1~50號,69.48,住,,,10108,土地1建物1車位4,十三層，十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000720,504.04,4,2,3,有,有,95000000,188477,坡道平面,175.16,0,303835,2777739
士林區,土地,翠山段二小段301~350地號,679.32,其他,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2050000,3018,,0,0,306919,2776827
士林區,房地(土地+建物)+車位,臺北市士林區福林路100巷11弄51~100號,66.84,住,,,10108,土地1建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980316,169.96,3,2,2,有,有,30300000,178279,坡道平面,29.74,0,303790,2776346
南港區,土地,玉成段四小段451~500地號,14.9,其他,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,432000,28988,,0,0,309419,2771245
松山區,房地(土地+建物)+車位,臺北市松山區健康路35巷1~50號,35.89,住,,,10109,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,860728,168.69,3,2,2,有,有,30500000,180810,坡道平面,0,0,305930,2771904
松山區,房地(土地+建物),臺北市松山區八德路三段51~100號,5.2,商,,,10108,土地8建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760814,49.69,1,1,1,有,有,10800000,217346,,0,0,305813,2771280
南港區,房地(土地+建物),臺北市南港區研究院路二段151~200號,30.5,住,,,10108,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,81.07,2,2,1,有,無,7420000,91526,,0,0,312235,2770156
南港區,房地(土地+建物),臺北市南港區研究院路二段151~200號,30.5,住,,,10108,土地1建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,81.07,2,2,1,有,無,7430000,91649,,0,0,312239,2770152
信義區,房地(土地+建物),臺北市信義區忠孝東路五段751~800號,7.14,其他,,,10108,土地3建物1車位0,六層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960103,42.98,1,1,1,有,有,9000000,209392,,0,0,308759,2770731
松山區,房地(土地+建物)+車位,臺北市松山區八德路四段245巷1~50號,24.97,住,,,10108,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,910313,144.47,3,2,2,有,有,27000000,186888,坡道平面,0,0,306944,2771398
松山區,建物,臺北市松山區延壽街1~50號,0,,,,10108,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880428,92.59,2,1,1,有,有,3500000,37799,坡道平面,41.73,0,307416,2772208
信義區,房地(土地+建物),臺北市信義區松山路204巷1~50號,15.68,商,,,10108,土地3建物2車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760713,145.57,4,2,2,有,無,32000000,219831,,0,0,308252,2770917
南港區,房地(土地+建物)+車位,臺北市南港區重陽路501~550號,60.77,住,,,10108,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001206,232.75,3,2,2,有,有,37500000,182987,坡道平面,39.84,2200000,311935,2772887
士林區,房地(土地+建物),臺北市士林區中正路651~700號,25.93,住,,,10107,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,721011,137.93,3,2,2,有,有,12800000,92799,,0,0,301201,2775313
士林區,房地(土地+建物),臺北市士林區承德路四段10巷51~100號,39.75,住,,,10107,土地1建物1車位0,一層，騎樓,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610506,112.97,3,1,1,有,無,21920000,194034,,0,0,302375,2774777
士林區,房地(土地+建物)+車位,臺北市士林區忠義街101~150號,31.87,住,,,10109,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731205,196.25,4,2,2,有,有,30300000,177660,坡道平面,41.46,2800000,303752,2777751
士林區,房地(土地+建物),臺北市士林區士商路51~100號,32.05,住,,,10107,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720829,113,3,2,2,有,無,14800000,130974,,0,0,302383,2775992
大安區,房地(土地+建物),臺北市大安區復興南路一段351~400號,3.03,住,,,10108,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,26.78,1,1,1,有,有,8000000,298732,,0,0,304845,2769784
大安區,房地(土地+建物),臺北市大安區信義路四段199巷1~50號,28.04,住,,,10109,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710506,153.39,4,2,2,有,無,27850000,181559,,0,0,305664,2769656
大安區,房地(土地+建物),臺北市大安區復興南路二段111巷1~50號,12.46,商,,,10106,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701126,69.35,3,2,2,有,無,23380000,337128,,0,0,304898,2769240
大同區,房地(土地+建物),臺北市大同區華亭街1~50號,3.77,商,,,10108,土地1建物2車位0,二層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,991101,36.74,1,1,1,有,有,6450000,175567,,0,0,301765,2771794
萬華區,房地(土地+建物),臺北市萬華區桂林路101~150號,12.46,商,,,10108,土地1建物1車位0,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,990211,139.25,2,2,2,有,有,21080000,151387,,0,0,300259,2770164
中正區,房地(土地+建物)+車位,臺北市中正區仁愛路二段9巷1~50號,8.64,住,,,10108,土地2建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971114,48.93,0,1,1,有,有,10000000,204372,升降機械,0,0,303085,2770154
大同區,房地(土地+建物),臺北市大同區華亭街1~50號,3.56,商,,,10108,土地1建物2車位0,三層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,991101,34.7,1,1,1,有,有,6050000,174339,,0,0,301767,2771792
中山區,房地(土地+建物),臺北市中山區民權東路二段151~200號,23.92,商,,,10109,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,691202,145.69,4,2,2,有,有,21700000,148948,,0,0,303976,2772779
內湖區,土地,文德段三小段451~500地號,184.12,其他,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5550000,30143,,0,0,308551,2773989
大安區,房地(土地+建物),臺北市大安區基隆路二段151~200號,2.99,商,,,10109,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980109,34.81,1,1,1,有,有,8860000,254547,,0,0,305814,2768648
大安區,房地(土地+建物),臺北市大安區敦化南路一段187巷1~50號,60.53,住,,,10109,土地1建物1車位0,四層,,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,175.66,2,2,2,有,有,50000000,284636,,0,0,305559,2770567
大安區,房地(土地+建物),臺北市大安區延吉街151~200號,10.44,住,,,10108,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701231,63.77,0,1,1,有,無,17500000,274416,,0,0,305997,2770202
大安區,房地(土地+建物),臺北市大安區和平東路二段101~150號,9.65,商,,,10107,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,731117,100.3,4,2,2,有,有,27680000,275972,,0,0,304513,2768713
大安區,房地(土地+建物)+車位,臺北市大安區市民大道三段201~250號,14.55,住,,,10109,土地1建物2車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,991209,90.62,2,1,1,有,有,23000000,253810,升降機械,0,0,304515,2770787
大安區,房地(土地+建物)+車位,臺北市大安區麗水街1~50號,8.03,住,,,10108,土地1建物1車位1,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,961022,56.2,1,1,1,有,有,14000000,249091,升降機械,16.11,0,303309,2769128
大安區,房地(土地+建物),臺北市大安區復興南路二段101~150號,48.75,商,,,10108,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住商用,加強磚造,580114,153.81,4,2,3,有,無,42000000,273064,,0,0,304813,2769053
大安區,房地(土地+建物),臺北市大安區通化街39巷1~50號,16.81,商,,,10108,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,791206,57.27,2,0,1,有,無,12300000,214766,,0,0,305966,2769346
大安區,房地(土地+建物),臺北市大安區通化街39巷1~50號,16.66,商,,,10108,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,791206,56.81,2,0,2,有,無,12200000,214732,,0,0,305978,2769334
文山區,房地(土地+建物),臺北市文山區萬盛街82巷4弄1~50號,33.25,住,,,10108,土地2建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600731,78.4,3,2,1,有,無,10500000,133929,,0,0,304528,2766533
北投區,房地(土地+建物)+車位,臺北市北投區關渡路1~50號,33.42,住,,,9810,土地2建物1車位1,四層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010810,298.6,3,2,2,有,無,38500000,128937,坡道平面,45.49,0,297297,2779208
北投區,房地(土地+建物)+車位,臺北市北投區關渡路1~50號,34.62,住,,,9810,土地2建物1車位3,五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010810,339.77,3,2,3,有,無,41310000,121581,坡道平面,90.99,0,297296,2779210
北投區,房地(土地+建物)+車位,臺北市北投區關渡路1~50號,34.62,住,,,9811,土地2建物1車位4,七層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010810,339.77,3,2,3,有,無,33056000,97288,坡道機械,91,0,297315,2779190
北投區,房地(土地+建物)+車位,臺北市北投區關渡路1~50號,35.16,住,,,9810,土地2建物1車位2,七層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010810,344.09,3,2,3,有,無,43600000,126712,坡道平面,90.98,0,297288,2779217
北投區,房地(土地+建物)+車位,臺北市北投區關渡路1~50號,49.27,住,,,9811,土地2建物1車位4,十五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010810,456.7,3,2,4,有,無,56885000,124557,坡道機械,91,0,297297,2779209
士林區,房地(土地+建物),臺北市士林區葫蘆街1~50號,67,住,,,10107,土地2建物1車位0,全,,透天厝,住家用,磚造,,112.56,4,2,2,有,無,17500000,155473,,0,0,301496,2774740
士林區,車位,臺北市士林區芝玉路一段151~200號,8.44,住,,,10108,土地0建物0車位1,,,其他,,,,0,0,0,0,有,有,2000000,,坡道平面,46.82,2000000,303848,2777819
北投區,房地(土地+建物)+車位,臺北市北投區關渡路1~50號,34.62,住,,,9810,土地2建物1車位4,三層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010810,339.77,3,2,3,有,無,39680000,116784,坡道機械,91,0,297308,2779197
北投區,房地(土地+建物),臺北市北投區吉利街320巷5弄1~50號,23.12,住,,,10108,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621117,53.34,2,1,1,有,無,7500000,140599,,0,0,301619,2778874
北投區,房地(土地+建物),臺北市北投區光明路201~250號,15,其他,,,10107,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,710521,86.77,2,2,1,有,無,6300000,72602,,0,0,301183,2780924
士林區,房地(土地+建物),臺北市士林區天母西路1~50號,32.72,商,,,10108,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760207,169.09,4,2,2,有,有,30000000,177421,,0,0,303136,2778966
北投區,房地(土地+建物)+車位,臺北市北投區光明路201~250號,8.96,其他,,,10108,土地1建物1車位1,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,980818,94.02,1,1,1,有,有,8880000,94446,坡道平面,0,0,301211,2780943
北投區,房地(土地+建物),臺北市北投區中和街20巷1~50號,4.64,其他,,,10109,土地3建物2車位0,五層,13,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,950626,35.55,1,1,1,無,無,6000000,168765,,0,0,300742,2781145
北投區,土地,桃源段四小段401~450地號,65.67,住,,,10104,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,5000000,76138,,0,0,298256,2780879
士林區,房地(土地+建物),臺北市士林區永平街20巷37弄1~50號,22.5,住,,,10108,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620922,52.52,1,1,1,有,無,4380000,83397,,0,0,301113,2775875
北投區,土地,桃源段四小段401~450地號,85.93,住,,,9904,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,9096000,105857,,0,0,298230,2780863
北投區,土地,崇仰段一小段351~400地號,118.52,住,,,10108,土地6建物0車位0,,,其他,,,,0,0,0,0,有,無,750000,6328,,0,0,301293,2780910
北投區,房地(土地+建物),臺北市北投區溫泉路51~100號,3.49,商,,,10109,土地1建物1車位0,地下一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,700218,28.93,1,1,1,有,無,1600000,55305,,0,0,300933,2780885
士林區,房地(土地+建物),臺北市士林區中山北路七段14巷63弄1~50號,41.58,住,,,10108,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731107,155.19,4,2,2,有,有,16500000,106324,,0,0,303895,2779404
士林區,房地(土地+建物)+車位,臺北市士林區芝玉路一段201~250號,41.84,住,,,10108,土地1建物1車位1,九層,19,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,850207,177.42,3,2,2,有,有,43000000,242359,坡道平面,46.82,0,303845,2777822
北投區,土地,豐年段四小段551~600地號,5.75,工,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1043400,181461,,0,0,297020,2779542
北投區,土地,豐年段四小段551~600地號,5.75,工,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1043328,181448,,0,0,297008,2779554
北投區,土地,豐年段四小段551~600地號,23,工,,,10109,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4174800,181513,,0,0,297025,2779537
南港區,房地(土地+建物)+車位,臺北市南港區松河街451~500號,47.95,住,,,10108,土地1建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970718,190.59,3,1,2,有,有,22500000,118055,坡道平面,44.94,0,309970,2772422
南港區,房地(土地+建物),臺北市南港區經貿二路157巷36弄101~150號,21.87,住,,,10107,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,981002,93.63,2,2,1,有,有,19300000,206130,,0,0,312066,2772778
松山區,房地(土地+建物),臺北市松山區三民路113巷1~50號,44.5,住,,,10108,土地1建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,103.25,3,2,2,有,無,21500000,208232,,0,0,306674,2772292
信義區,房地(土地+建物)+車位,臺北市松山區松德路101~150號,19.43,住,,,10107,土地3建物1車位1,十六層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,831021,226.34,4,2,2,有,有,56000000,247419,坡道平面,0,0,308102,2770076
南港區,房地(土地+建物)+車位,臺北市南港區重陽路57巷1~50號,37.19,住,,,10107,土地1建物1車位2,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950928,196.63,3,2,1,有,有,24550000,124853,坡道平面,63.05,0,310126,2772225
信義區,房地(土地+建物),臺北市信義區信義路六段51~100號,20,住,,,10108,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800618,112.45,3,1,1,有,無,23000000,204543,,0,0,308182,2769733
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段121巷1~50號,12.27,商,,,10107,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,164.15,2,1,1,有,有,33100000,201641,坡道平面,0,3100000,302967,2771504
中山區,房地(土地+建物),臺北市中山區民族東路410巷23弄1~50號,14.95,商,,,10108,土地1建物2車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,750204,88.65,0,2,1,有,無,12100000,136496,,0,0,304410,2773253
中山區,房地(土地+建物)+車位,臺北市中山區民權東路一段1~50號,13.56,商,,,10109,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961002,138.84,1,1,1,有,有,22910000,165010,升降機械,20.77,0,302880,2772788
信義區,房地(土地+建物),臺北市信義區福德街300巷1~50號,25.75,住,,,10108,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,64.21,3,2,1,有,無,9800000,152624,,0,0,309177,2770391
信義區,房地(土地+建物),臺北市信義區永吉路151~200號,9.28,商,,,10107,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,751229,113.44,3,2,2,有,有,20000000,176311,,0,0,307672,2770907
中山區,房地(土地+建物),臺北市中山區錦州街1~50號,8.02,商,,,10109,土地1建物1車位0,九層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,680721,69.39,2,2,2,有,有,7950000,114568,,0,0,302851,2772545
中山區,建物,臺北市中山區龍江路120巷1~50號,0,,,,10109,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,880524,35.32,0,0,0,無,有,3780000,107034,,0,0,304511,2771809
中山區,房地(土地+建物),臺北市中山區林森北路301~350號,4.92,商,,,10108,土地1建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920213,44.7,2,2,1,有,無,6100000,136473,,0,0,302989,2772074
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段280巷1~50號,31.2,住,,,10107,土地1建物2車位1,六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830915,207.15,4,2,2,有,有,32100000,154961,坡道平面,45.32,0,311108,2773863
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段91巷51~100號,28.07,住,,,10108,土地2建物2車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870720,109.04,4,2,1,有,有,18600000,170586,坡道機械,17.86,0,306827,2775498
中山區,房地(土地+建物),臺北市中山區天津街51~100號,4.22,商,,,10109,土地1建物1車位0,一層,9,店面(店鋪),商業用,鋼筋混凝土造,670116,33.88,0,0,0,無,有,17000000,501742,,0,0,302782,2771455
中山區,房地(土地+建物),臺北市中山區民生東路三段9巷1~50號,28.78,住,,,10108,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730508,145.2,4,2,2,有,有,27000000,185944,,0,0,304257,2772487
中山區,土地,德惠段三小段151~200地號,7.82,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,218000,27869,,0,0,303380,2773371
中山區,車位,臺北市中山區林森北路501~550號,0.55,商,,,10108,土地0建物0車位1,地下三層,14,其他,停車空間,鋼筋混凝土造,940826,42.06,0,0,0,有,有,1530000,,升降平面,15,1530000,302987,2772953
中山區,房地(土地+建物),臺北市中山區新生北路三段1~50號,3.43,商,,,10108,土地1建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700703,31.76,0,0,0,無,有,4300000,135386,,0,0,303186,2772945
中山區,房地(土地+建物),臺北市中山區中山北路二段36巷1~50號,20.5,住,,,10108,土地1建物1車位0,一層，騎樓,5,店面(店鋪),商業用,鋼筋混凝土造,650128,159.9,0,0,0,無,無,85000000,531582,,0,0,302536,2771882
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段201~250號,64.59,住,,,10107,土地2建物1車位2,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001114,286.31,4,2,2,有,有,48860000,202400,坡道平面,67.14,4500000,310536,2773349
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路101~150號,9.16,商,,,10107,土地1建物2車位1,九層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,191.53,3,2,2,有,無,28350000,148014,坡道機械,17.47,0,301137,2770793
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路101~150號,15.31,商,,,10107,土地1建物2車位2,二十四層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,351.73,4,2,2,有,無,53800000,152958,坡道平面,52.42,0,301142,2770788
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路101~150號,9.6,商,,,10107,土地1建物2車位1,十二層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,199.92,3,2,2,有,無,30110000,150607,坡道機械,17.47,0,301126,2770805
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路101~150號,9.16,商,,,10108,土地1建物2車位1,九層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,191.33,3,2,2,有,無,30570000,159773,坡道機械,17.47,0,301130,2770800
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路101~150號,10.3,商,,,10108,土地1建物2車位1,十二層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,213.29,3,2,2,有,無,38300000,179566,坡道機械,17.47,0,301154,2770776
萬華區,房地(土地+建物)+車位,臺北市萬華區西寧南路101~150號,4.94,商,,,10107,土地1建物2車位1,十二層,27,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010320,126.46,2,1,1,有,無,15200000,120197,坡道平面,34.95,0,301139,2770792
萬華區,房地(土地+建物)+車位,臺北市萬華區長泰街51~100號,44.27,住,,,10108,土地1建物1車位2,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001118,272.91,3,2,2,有,無,34280000,125613,坡道平面,0,0,300338,2768308
萬華區,房地(土地+建物),臺北市萬華區和平西路三段101~150號,18.96,商,,,10108,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750221,143.67,3,2,2,有,有,15680000,109135,,0,0,300355,2769795
大同區,房地(土地+建物)+車位,臺北市大同區長安西路301~350號,17.17,商,,,10109,土地3建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960913,164.91,3,2,2,有,有,31500000,191016,升降機械,7.67,0,301626,2771580
萬華區,房地(土地+建物),臺北市萬華區南寧路1~50號,32.42,商,,,10108,土地2建物1車位0,一層，騎樓,12,店面(店鋪),商業用,鋼筋混凝土造,800925,206.31,0,0,0,無,有,24500000,118754,,0,0,300937,2769941
大同區,車位,臺北市大同區重慶北路三段51~100號,3.31,商,,,10108,土地0建物0車位2,一層,14,其他,見使用執照,鋼筋混凝土造,920328,84.85,0,0,0,有,有,3100000,,坡道平面,84.86,3100000,301775,2773224
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,26.98,商,,,10109,土地1建物2車位2,十四層，見其他登記事項,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,371.58,3,2,3,有,有,106880000,287635,升降機械,0,0,301227,2770049
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,26.98,商,,,10109,土地1建物2車位2,十四層，見其他登記事項,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,371.58,3,2,3,有,有,108300000,291457,升降機械,0,0,301229,2770047
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,19.93,商,,,10108,土地1建物2車位1,十三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,277.62,3,2,3,有,有,76000000,273750,升降機械,0,0,301239,2770037
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,20.2,商,,,10108,土地1建物2車位2,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,284.78,3,2,3,有,有,69800000,245107,升降機械,0,0,301211,2770065
中正區,房地(土地+建物),臺北市中正區忠孝東路一段1~50號,26.5,商,,,10108,土地1建物1車位0,九層,11,辦公商業大樓,商業用,鋼筋混凝土造,660216,240.12,2,1,2,有,有,50500000,210312,,0,0,303040,2770811
中正區,房地(土地+建物)+車位,臺北市中正區中華路一段51~100號,20.38,商,,,10108,土地1建物2車位2,六層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1010709,287.1,3,2,3,有,有,75480000,262911,升降機械,0,0,301239,2770037
中正區,房地(土地+建物),臺北市中正區寧波西街1~50號,3.17,商,,,10109,土地2建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860610,24.91,1,1,1,有,有,6000000,240835,,0,0,302270,2769353
文山區,房地(土地+建物)+車位,臺北市文山區政大三街1~50號,24.04,住,,,10108,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950724,77.98,2,1,1,有,有,8500000,108999,坡道平面,32.44,0,308756,2764351
文山區,房地(土地+建物),臺北市文山區景後街101~150號,6.73,商,,,10109,土地1建物1車位0,五層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,950425,59.3,1,1,1,有,有,9000000,151779,,0,0,304733,2764824
中正區,房地(土地+建物),臺北市中正區南昌路二段101~150號,3.3,商,,,10108,土地2建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960906,35.86,0,1,1,有,有,8900000,248193,,0,0,302757,2768649
文山區,房地(土地+建物)+車位,臺北市文山區政大一街201~250號,93.48,住,,,10108,土地1建物1車位1,四層，五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990205,263.79,3,3,3,有,有,27500000,104248,坡道平面,72,0,309003,2764304
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段181巷51~100號,48.91,住,,,10107,土地3建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,176.72,3,2,2,有,有,26200000,156171,坡道機械,15.23,980000,306771,2765507
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段181巷51~100號,60.95,住,,,10109,土地3建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,235.99,4,2,2,有,有,33400000,158706,坡道平面,35.62,1600000,306785,2765492
文山區,房地(土地+建物),臺北市文山區景後街51~100號,4.81,住,,,10108,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831108,41.48,3,1,2,有,無,5800000,139812,,0,0,304797,2764990
文山區,房地(土地+建物)+車位,臺北市文山區興隆路四段145巷83弄1~50號,42.94,住,,,10108,土地1建物1車位2,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961026,267.9,4,2,2,有,有,34800000,129900,坡道平面,0,0,306944,2764333
