鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
中正區,房地(土地+建物),臺北市中正區詔安街1~50號,22.12,住,,,10107,土地2建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.21,3,2,2,有,無,12800000,115094,,0,0,301899,2768591
萬華區,房地(土地+建物),臺北市萬華區三水街101~150號,20.41,住,,,10108,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79.09,2,2,2,有,無,8500000,107472,,0,0,300232,2769876
大同區,車位,臺北市大同區南京西路1~50號,1.2,商,,,10107,土地0建物0車位1,,,其他,,,,41.17,0,0,0,有,有,2500000,,升降平面,41.17,2500000,302457,2771743
內湖區,房地(土地+建物),臺北市內湖區堤頂大道二段451~500號,7.95,工,,,10108,土地1建物1車位0,八層,13,辦公商業大樓,見其他登記事項,鋼筋混凝土造,980729,43.76,0,1,1,有,有,7180000,164093,,0,0,306708,2775061
中山區,房地(土地+建物),臺北市中山區南京西路1~50號,10.12,商,,,10108,土地2建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,780816,76.13,2,1,1,有,有,13500000,177335,,0,0,302639,2771658
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段451巷51~100號,16.21,其他,,,10108,土地1建物1車位0,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,971205,100.77,2,1,1,有,有,15500000,153819,坡道機械,16.52,0,309249,2772745
內湖區,房地(土地+建物),臺北市內湖區東湖路113巷101~150號,39.85,住,,,10108,土地1建物2車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770303,116.65,3,2,2,有,有,13930000,119420,,0,0,312050,2773989
內湖區,房地(土地+建物),臺北市內湖區星雲街150巷1~50號,21.48,其他,,,10108,土地1建物1車位0,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880121,91.91,4,2,2,有,有,19900000,216516,,0,0,310272,2774704
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷1~50號,11.22,住,,,10107,土地1建物1車位0,地下層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730628,45.82,2,1,1,有,無,7000000,152771,,0,0,308604,2774980
內湖區,房地(土地+建物),臺北市內湖區民權東路六段101~150號,4.86,商,,,10107,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960621,48.77,0,1,1,有,有,8180000,167742,,0,0,309514,2773492
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街201~250號,57.33,住,,,10107,土地1建物1車位1,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780201,224.2,3,3,3,有,有,24500000,109275,坡道平面,0,0,310416,2775715
中山區,房地(土地+建物),臺北市中山區松江路1~50號,7.87,商,,,10108,土地2建物3車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851212,71.39,2,2,2,有,有,14150000,198216,,0,0,303830,2770980
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街151~200號,50.96,住,,,10108,土地1建物1車位2,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,347.09,3,2,4,有,有,71870000,254242,坡道平面,84.86,5200000,309097,2772635
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街151~200號,49.11,住,,,10108,土地1建物1車位2,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,338.5,3,2,4,有,有,68520000,249645,坡道平面,84.86,5200000,309219,2772792
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街151~200號,51.22,住,,,10108,土地1建物1車位2,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010601,348.35,3,2,4,有,有,72810000,257353,坡道平面,84.86,5000000,309082,2772650
內湖區,房地(土地+建物),臺北市內湖區東湖路33巷1~50號,10.23,住,,,10100,土地2建物1車位0,五層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,951027,60.5,1,1,1,有,有,9300000,153712,,0,0,311881,2773595
中山區,房地(土地+建物),臺北市中山區龍江路394巷51~100號,25.9,商,,,10107,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730702,118.47,3,2,2,有,無,14600000,123242,,0,0,304343,2773350
中山區,房地(土地+建物),臺北市中山區林森北路145巷1~50號,21,住,,,10104,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),,加強磚造,,71.21,4,0,4,有,無,8910000,125123,,0,0,303041,2771552
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段121巷1~50號,10,商,,,10107,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,136.73,2,1,1,有,無,23680000,173194,坡道平面,0,2350000,302951,2771520
中山區,房地(土地+建物),臺北市中山區敬業二路69巷51~100號,13.46,商,,,10108,土地1建物1車位0,四層,10,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,961218,55.71,1,1,1,有,有,12520000,224718,,0,0,305775,2774992
中山區,房地(土地+建物)+車位,臺北市中山區吉林路1~50號,66.86,住,,,10108,土地2建物1車位5,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1010625,594.72,5,2,4,有,有,157280000,264461,坡道平面,0,0,303436,2771423
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路460巷18弄1~50號,28.53,住,,,10109,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900119,101.28,4,2,2,有,有,17500000,172788,坡道平面,0,0,308359,2771851
中山區,房地(土地+建物),臺北市中山區民生東路一段1~50號,4.68,商,,,10107,土地1建物1車位0,五層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,951012,43.18,1,1,1,有,無,9000000,208444,,0,0,302869,2772266
中山區,房地(土地+建物)+車位,臺北市中山區成功里樂群二路30巷51~100號,80.18,住,,,9908,土地1建物1車位2,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,393.25,0,0,0,無,有,111000000,346578,坡道平面,87.98,5200000,305841,2774533
中山區,房地(土地+建物)+車位,臺北市中山區成功里樂群二路30巷51~100號,80.18,住,,,9906,土地1建物1車位2,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,393.25,0,0,0,無,有,115000000,358044,坡道平面,87.98,5700000,305867,2774507
中山區,房地(土地+建物)+車位,臺北市中山區成功里樂群二路30巷51~100號,80.58,住,,,9906,土地1建物1車位2,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,394.89,0,0,0,無,有,147880000,463589,坡道平面,87.98,5600000,305837,2774537
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路30巷51~100號,78.97,住,,,9908,土地1建物1車位2,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,388.55,0,0,0,無,有,109630000,347107,坡道平面,87.98,5300000,305832,2774543
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,31.19,住,,,9901,土地1建物1車位2,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,268.37,2,2,2,有,有,41250000,178921,坡道平面,64.09,4700000,306018,2768610
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.93,住,,,10106,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.93,1,2,2,有,有,32500000,180475,坡道平面,32.04,2200000,306008,2768620
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.82,住,,,10106,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.52,2,2,2,有,有,35850000,200621,坡道平面,32.04,2250000,306040,2768588
南港區,房地(土地+建物)+車位,臺北市南港區向陽路258巷51~100號,28.51,住,,,10108,土地1建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971009,130.91,2,2,1,有,有,18000000,137494,坡道平面,32.5,0,310216,2772340
松山區,房地(土地+建物),臺北市松山區健康路151~200號,15.82,住,,,10106,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,820323,83.01,0,0,0,無,有,16000000,192748,,0,0,306607,2771919
松山區,房地(土地+建物),臺北市松山區民生東路五段201~250號,22.24,住,,,10103,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680208,111.83,3,2,2,有,無,22800000,203876,,0,0,307307,2772485
南港區,房地(土地+建物)+車位,臺北市南港區研究院路三段1~50號,91.99,住,,,10108,土地1建物1車位2,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990921,277.1,3,2,2,有,無,25000000,90220,坡道平面,83.76,0,312323,2769843
北投區,房地(土地+建物)+車位,臺北市北投區吉利街127巷1~50號,13.15,住,,,10108,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971111,83.15,0,0,0,無,有,9400000,113043,坡道平面,54.01,0,301136,2779081
士林區,房地(土地+建物),臺北市士林區天母東路8巷51~100號,30.8,住,,,10107,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670331,103.46,3,2,2,有,無,18000000,173980,,0,0,303545,2778618
北投區,房地(土地+建物),臺北市北投區溫泉路51~100號,3.64,商,,,10108,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700218,26.51,0,0,0,無,有,1800000,67895,,0,0,300932,2780886
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段451~500號,144.06,住,,,10107,土地1建物1車位1,全,4,透天厝,見其他登記事項,鋼筋混凝土造,950927,305.76,5,2,4,有,有,35550000,116269,坡道平面,0,0,297295,2780153
北投區,土地,關渡段二小段451~500地號,25.37,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,278205,10968,,0,0,297176,2779044
北投區,房地(土地+建物)+車位,臺北市北投區公館路401~450號,17.12,住,,,10108,土地1建物2車位1,七層，電梯樓梯間,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870729,106.04,2,1,1,有,有,14000000,132022,坡道平面,35.38,0,300659,2779456
大安區,房地(土地+建物),臺北市大安區和平東路二段265巷1~50號,17.32,商,,,10108,土地2建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼骨鋼筋混凝土造,810103,132.4,4,2,2,有,有,38500000,290778,,0,0,304884,2768721
大安區,房地(土地+建物),臺北市大安區復興南路一段126巷1~50號,9.08,其他,,,10107,土地10建物1車位0,五層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,701231,69.6,2,1,1,有,有,11800000,169540,,0,0,304736,2770719
中正區,房地(土地+建物),臺北市中正區愛國東路74巷1~50號,7.52,住,,,10108,土地1建物1車位0,二層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,970701,33.28,1,1,1,有,有,10000000,300506,,0,0,302370,2769548
萬華區,房地(土地+建物),臺北市萬華區和平西路三段351~400號,3.73,住,,,10107,土地2建物1車位0,六層,8,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700706,26.17,1,0,1,有,有,2000000,76423,,0,0,299594,2769731
大同區,房地(土地+建物),臺北市大同區民權西路251~300號,6.52,住,,,10107,土地3建物1車位0,六層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,840113,33.02,1,1,1,有,無,3118000,94426,,0,0,301380,2772888
內湖區,房地(土地+建物),臺北市內湖區文湖街21巷98弄1~50號,29.4,住,,,10107,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700408,92.51,3,2,1,有,無,11200000,121069,,0,0,306492,2775908
中山區,房地(土地+建物),臺北市中山區中山北路二段85巷1~50號,22.59,商,,,10108,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,701218,114.77,6,0,6,有,無,18300000,159449,,0,0,302863,2772401
萬華區,房地(土地+建物),臺北市萬華區漢中街51~100號,"1,277.44",商,,,10108,土地2建物15車位0,地下二層,13,辦公商業大樓,見使用執照,見使用執照,870703,"14,643.98",0,0,0,無,有,6700000000,457526,,0,0,301161,2770739
中山區,房地(土地+建物),臺北市中山區中山北路三段1~50號,6.93,商,,,10107,土地3建物2車位0,十二層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,711127,67.84,0,2,2,有,有,9100000,134137,,0,0,302743,2773181
內湖區,房地(土地+建物),臺北市內湖區康寧路一段214巷1~50號,25.12,住,,,10107,土地4建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691220,109.88,4,2,2,有,無,11350000,103295,,0,0,310113,2774486
中山區,房地(土地+建物),臺北市中山區臺北市中山區林森北路85巷1~50號,12.96,住,,,10108,土地1建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,961228,51.96,1,1,1,有,有,10200000,196295,,0,0,303075,2771393
信義區,房地(土地+建物),臺北市信義區光復南路519巷1~50號,4.02,商,,,10108,土地1建物1車位0,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,910925,27.98,1,1,1,有,有,9880000,353167,,0,0,306340,2769429
松山區,車位,臺北市松山區復興北路427巷1~50號,1.86,住,,,10108,土地0建物0車位1,一層,11,其他,住家用,鋼筋混凝土造,971013,11.48,0,0,0,有,無,980000,,升降機械,0,980000,305163,2772890
松山區,車位,臺北市松山區復興北路427巷1~50號,1.86,住,,,10108,土地0建物0車位1,一層,11,其他,住家用,鋼筋混凝土造,971013,11.48,0,0,0,有,無,950000,,升降機械,0,950000,305155,2772899
士林區,房地(土地+建物),臺北市士林區福港街234巷1~50號,34.28,住,,,10107,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700508,117.72,3,2,2,有,無,12500000,106182,,0,0,302172,2775297
北投區,房地(土地+建物),臺北市北投區義方街1~50號,27,住,,,10107,土地1建物1車位0,二層,3,套房(1房1廳1衛),住家用,加強磚造,590822,54,1,1,1,有,無,6000000,111111,,0,0,300582,2781479
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段151~200號,20.65,商,,,10108,土地2建物2車位1,十八層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,252.28,4,2,3,有,有,68000000,269542,坡道平面,0,0,305489,2769608
大安區,土地,仁愛段二小段251~300地號,97.7,其他,,,10108,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,6800000,69601,,0,0,306042,2770127
士林區,房地(土地+建物),臺北市士林區天母東路61巷1~50號,28.41,商,,,10107,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841017,88.95,4,2,2,有,無,15200000,170887,,0,0,303841,2779004
南港區,房地(土地+建物),臺北市南港區研究院路二段12巷57弄51~100號,29.48,住,,,10107,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740802,104.42,3,2,2,有,無,10000000,95767,,0,0,311890,2771271
北投區,房地(土地+建物)+車位,臺北市北投區泉源路1~50號,15.82,住,,,10108,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890615,92.52,2,1,1,有,有,7300000,78903,坡道平面,0,0,301376,2781440
士林區,房地(土地+建物),臺北市士林區至善路二段242巷1~50號,88,住,,,10010,土地1建物1車位0,一層，二層,2,其他,住家用,加強磚造,550128,69.12,4,1,2,有,無,23800000,344329,,0,0,305539,2776910
信義區,房地(土地+建物),臺北市信義區吳興街600巷72弄1~50號,24.59,住,,,10108,土地2建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760205,88.09,3,2,1,有,無,10300000,116926,,0,0,307563,2768023
信義區,土地,福德段一小段401~450地號,3.02,其他,,,10107,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,63000,20835,,0,0,309204,2770344
信義區,土地,福德段一小段401~450地號,26.59,其他,,,10107,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,550000,20684,,0,0,309232,2770316
信義區,土地,福德段一小段401~450地號,26.7,其他,,,10107,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,553000,20711,,0,0,309234,2770315
松山區,房地(土地+建物),臺北市松山區民生東路五段151~200號,14.7,住,,,10107,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,680521,121.12,3,2,2,有,有,26380000,217793,,0,0,306810,2772341
信義區,房地(土地+建物),臺北市信義區林口街80巷1~50號,39.75,住,,,10108,土地2建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620323,89.94,3,2,2,有,無,17700000,196798,,0,0,308605,2770289
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段275巷7弄1~50號,56.65,商,,,10108,土地2建物1車位2,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,940426,295.91,4,2,2,有,有,73000000,246696,坡道平面,0,0,307634,2770459
松山區,車位,臺北市松山區八德路四段601~650號,0.18,商,,,10108,土地0建物0車位1,,,其他,,,,14.18,0,0,0,有,有,1400000,,坡道機械,14.18,1400000,308015,2771377
大同區,房地(土地+建物),臺北市大同區長安西路251~300號,15.3,商,,,10108,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,700819,141.85,3,1,2,有,無,4300000,30314,,0,0,301393,2771645
中山區,房地(土地+建物),臺北市中山區北安路601~650號,27.03,住,,,10108,土地1建物1車位0,一層，騎樓,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,80.26,0,0,0,無,無,46200000,575629,,0,0,305402,2775028
中山區,房地(土地+建物),臺北市中山區明水路551~600號,11.46,住,,,10107,土地1建物1車位0,五層，六層,16,其他,住家用,鋼筋混凝土造,850530,50.16,1,2,1,有,有,9000000,179441,,0,0,305684,2774616
內湖區,房地(土地+建物),臺北市內湖區成功路四段30巷1~50號,10.64,商,,,10107,土地1建物2車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,781107,115.66,3,2,1,有,有,21000000,181559,,0,0,309732,2774990
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~50號,3.54,商,,,10107,土地2建物1車位0,四層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,970312,34,1,1,1,有,有,6150000,180862,,0,0,302920,2773098
中山區,房地(土地+建物)+車位,臺北市中山區撫順街1~50號,5.98,商,,,10107,土地1建物2車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000630,74.82,1,1,1,有,有,14580000,194883,升降機械,0,0,302601,2772933
萬華區,房地(土地+建物),臺北市萬華區桂林路201~250號,13.23,住,,,10107,土地1建物1車位0,三層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,720929,50.47,1,1,1,有,無,4250000,84210,,0,0,300114,2770083
萬華區,房地(土地+建物),臺北市萬華區武昌街二段51~100號,7.02,商,,,10107,土地1建物1車位0,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710908,79.49,2,2,1,有,有,8380000,105417,,0,0,301088,2770810
中正區,土地,公園段二小段701~750地號,0.71,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,200000,280000,,0,0,301802,2770746
文山區,房地(土地+建物),臺北市文山區木新路二段251~300號,47.06,住,,,10108,土地16建物1車位0,一層，騎樓，露台,4,店面(店鋪),,鋼筋混凝土造,,132.21,2,1,1,有,無,31800000,240526,,0,0,307118,2763981
文山區,房地(土地+建物),臺北市文山區興隆路二段217巷1~50號,8.65,住,,,10108,土地1建物1車位0,四層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,850715,39.77,1,1,1,有,有,5000000,125714,,0,0,305446,2766157
文山區,房地(土地+建物),臺北市文山區萬芳路1~50號,18.7,住,,,10107,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940128,76.28,2,1,1,有,有,10450000,136992,,0,0,307543,2765429
中正區,房地(土地+建物),臺北市中正區重慶南路三段124巷1~50號,31.25,住,,,10106,土地2建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,86.95,3,2,1,有,無,12400000,142611,,0,0,302107,2768587
大安區,房地(土地+建物),臺北市大安區通化街176巷1~50號,29.76,住,,,10107,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701020,169.95,3,2,2,有,無,33980000,199943,,0,0,305832,2768977
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路一段252巷1~50號,54.43,住,,,10108,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760207,302.53,5,2,3,有,有,85000000,280968,坡道機械,0,0,305200,2770263
大安區,房地(土地+建物),臺北市大安區通化街39巷50弄1~50號,20.12,住,,,10108,土地3建物1車位0,二層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,63.36,2,2,1,有,無,11500000,181503,,0,0,306022,2769142
大安區,房地(土地+建物),臺北市大安區基隆路二段151~200號,3.89,商,,,10108,土地1建物1車位0,三層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,980109,45.02,1,1,1,有,有,9900000,219914,,0,0,305813,2768649
士林區,土地,新安段四小段201~250地號,332.95,住,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,17380000,52200,,0,0,306635,2779864
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,48.56,其他,,,9811,土地1建物1車位1,十八層，十九層,19,其他,住家用,鋼筋混凝土造,1010217,295.92,5,1,3,有,無,35000000,118274,坡道平面,0,1700000,297108,2779723
北投區,房地(土地+建物),臺北市北投區榮華一路4巷1~50號,10.92,住,,,10108,土地1建物1車位0,地下一層,5,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,831128,51.02,1,0,1,有,無,3250000,63699,,0,0,302865,2778328
士林區,土地,溪洲段三小段101~150地號,14.3,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,691200,48336,,0,0,299505,2776853
北投區,房地(土地+建物),臺北市北投區公館路401~450號,18.15,住,,,10108,土地1建物1車位0,一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,870729,83.79,0,0,0,無,有,19580000,233669,,0,0,300660,2779456
北投區,房地(土地+建物),臺北市北投區中山路1~50號,5.68,住,,,10108,土地1建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701231,93.53,0,0,0,無,有,4680000,50039,,0,0,301478,2781068
南港區,房地(土地+建物)+車位,臺北市南港區重陽路451~500號,57.71,工,,,10109,土地1建物1車位2,十一層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1010531,336.72,0,0,0,無,有,50000000,148491,坡道平面,45.22,0,311573,2772541
松山區,房地(土地+建物),臺北市松山區民生東路五段201~250號,2.44,,,,10108,土地1建物2車位0,十四層,20,套房(1房1廳1衛),住家用,鋼筋混凝土造,780629,37.81,1,0,1,有,有,7000000,185121,,0,0,306962,2772376
松山區,房地(土地+建物),臺北市松山區復興北路201~250號,4.67,商,,,10107,土地1建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,730718,34.94,3,2,1,有,無,5760000,164822,,0,0,304929,2772076
中山區,房地(土地+建物)+車位,臺北市中山區成功里樂群二路30巷51~100號,80.58,住,,,10107,土地1建物1車位2,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,394.89,0,0,0,無,有,146200000,458115,坡道平面,87.98,5600000,305857,2774517
松山區,房地(土地+建物),臺北市松山區民權東路五段1~50號,20.8,住,,,10108,土地2建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710630,118.31,3,2,2,有,有,21480000,181550,,0,0,306977,2772852
信義區,土地,信義段一小段251~300地號,60.22,其他,,,10107,土地5建物0車位0,,,其他,,,,0,0,0,0,有,無,2020000,33542,,0,0,307914,2770157
中山區,房地(土地+建物)+車位,臺北市中山區成功里樂群二路30巷51~100號,80.18,住,,,10104,土地1建物1車位2,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010724,393.25,0,0,0,無,有,110580000,345530,坡道平面,87.98,5100000,305868,2774507
松山區,房地(土地+建物),臺北市信義區吳興街284巷1~50號,14.21,住,,,10108,土地1建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,791030,66.46,2,2,1,有,有,10500000,157984,,0,0,306905,2768352
內湖區,房地(土地+建物),臺北市內湖區安泰街125巷1~50號,28.57,住,,,10107,土地1建物1車位0,六層，電梯樓梯間,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,851009,126.38,3,2,2,有,有,9000000,71213,,0,0,312288,2774478
內湖區,房地(土地+建物),臺北市內湖區安泰街49巷1~50號,20.94,住,,,10108,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730706,78,2,2,1,有,無,7000000,89738,,0,0,312315,2774141
內湖區,房地(土地+建物),臺北市內湖區大湖山莊街219巷34弄1~50號,11.25,住,,,10108,土地1建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810717,39.44,0,0,1,無,有,5000000,126775,,0,0,310502,2775804
內湖區,房地(土地+建物)+車位,臺北市內湖區洲子街51~100號,47.96,工,,,10108,土地1建物1車位1,九層,10,辦公商業大樓,工業用,鋼筋混凝土造,871029,291.87,0,0,0,無,有,41108000,140845,坡道平面,0,0,307601,2774788
內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷69弄1~50號,31.09,住,,,10108,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720331,109.13,6,0,1,有,無,14880000,136351,,0,0,307372,2775334
中山區,房地(土地+建物),臺北市中山區新生北路二段101~150號,35.58,住,,,10108,土地1建物2車位0,一層，騎樓，停車場,7,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,680323,195.11,0,1,1,有,有,18500000,94815,,0,0,303275,2772727
中山區,房地(土地+建物),臺北市中山區民生東路一段51~100號,5.92,商,,,10108,土地1建物1車位0,五層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,810422,47.44,1,1,1,有,有,5650000,119105,,0,0,303168,2772335
中山區,房地(土地+建物),臺北市中山區松江路251~300號,0.35,商,,,10107,土地2建物2車位0,地下層,11,店面(店鋪),,鋼筋混凝土造,590410,65.64,0,0,0,無,有,10800000,164523,,0,0,303839,2772617
中山區,房地(土地+建物),臺北市中山區林森北路85巷1~50號,4.73,住,,,10108,土地2建物1車位0,七層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,,24.62,1,0,1,有,無,2820000,114541,,0,0,303138,2771351
內湖區,房地(土地+建物),臺北市內湖區安泰街53巷1~50號,23.62,住,,,10108,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730613,78.73,4,2,2,有,無,7180000,91195,,0,0,312318,2774192
萬華區,土地,雙園段二小段251~300地號,4.8,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,400000,83333,,0,0,299971,2768826
